,job,sentiment_category,overall_sentiment
2366,Procurement Specialist,Neutral,-0.010000000000000009
1446,Help Desk,Neutral,-0.010000000000000009
1293,Frontend Engineer,Neutral,-0.010000000000000009
1646,Interaction Designer,Neutral,-0.010000000000000009
1619,Instructor,Neutral,-0.010000000000000009
2182,Packer,Neutral,-0.010000000000000009
1831,Loader,Neutral,-0.01166666666666667
2671,Retail Specialist,Neutral,-0.012499999999999997
1076,Eligibility Specialist,Neutral,-0.012499999999999997
1559,IT Support Specialist,Neutral,-0.012499999999999997
1903,Management Analyst,Neutral,-0.012499999999999997
820,Customer Care Specialist,Neutral,-0.0125
3198,Service Deli Clerk,Neutral,-0.0125
42,Accounting Analyst,Neutral,-0.012500000000000002
572,Claims,Neutral,-0.012500000000000004
2619,Relationship Officer,Neutral,-0.012500000000000011
1839,Logistics,Neutral,-0.013333333333333327
3711,Vice President Business Development,Neutral,-0.014999999999999986
1938,Marketing Analyst,Neutral,-0.014999999999999986
3669,USPS CCA,Neutral,-0.015
1171,Field Service Representative,Neutral,-0.015
656,Commercial Account Executive,Neutral,-0.015000000000000003
2676,Retired,Neutral,-0.015000000000000013
1638,Insurance Specialist,Neutral,-0.015000000000000013
795,Crew Leader,Neutral,-0.015000000000000013
3470,Systems Analyst,Neutral,-0.015000000000000013
1878,Mail Sorter,Neutral,-0.016666666666666666
1963,Material Handler/Forklift Operator,Neutral,-0.017499999999999995
1887,Maintenance Planner,Neutral,-0.017499999999999998
362,Biomedical Engineer,Neutral,-0.01999999999999999
2762,Sales Associate/Photographer,Neutral,-0.01999999999999999
2894,Senior Art Director,Neutral,-0.01999999999999999
1078,Emergency Medical Technician,Neutral,-0.01999999999999999
1989,Medical Biller,Neutral,-0.01999999999999999
1418,HRBP,Neutral,-0.01999999999999999
58,Accounts Payable Clerk,Neutral,-0.019999999999999993
3396,Store Leader,Neutral,-0.019999999999999997
3527,Technical Advisor,Neutral,-0.019999999999999997
3001,Senior IT Engineer,Neutral,-0.019999999999999997
477,Call Center Customer Service Representative,Neutral,-0.02
2473,Project Engineer,Neutral,-0.02
3561,Technical Support Agent,Neutral,-0.02
2514,QA Test Engineer,Neutral,-0.02
2433,Production Support Analyst,Neutral,-0.02
498,Cargo Agent,Neutral,-0.02
2933,Senior Data Engineer,Neutral,-0.020000000000000004
2443,Professor,Neutral,-0.020000000000000004
2738,Sale Assistant,Neutral,-0.020000000000000004
3281,Software Engineer I,Neutral,-0.020000000000000018
798,Crew Trainer,Neutral,-0.021666666666666664
887,Customer Support Engineer,Neutral,-0.022499999999999992
936,Deli Clerk,Neutral,-0.0225
1052,Editor,Neutral,-0.0225
3589,Telecommunications Technician,Neutral,-0.0225
439,CAD Engineer,Neutral,-0.023333333333333334
3148,Senior Technical Architect,Neutral,-0.024999999999999994
3109,Senior Software Development Engineer,Neutral,-0.024999999999999994
949,Department Supervisor,Neutral,-0.024999999999999994
2582,Recovery Specialist,Neutral,-0.024999999999999994
2729,Safety,Neutral,-0.024999999999999994
2314,Prep/Line Cook,Neutral,-0.024999999999999994
3099,Senior Scientist,Neutral,-0.024999999999999994
1126,Everything,Neutral,-0.025
13,ASE Trainee,Neutral,-0.025
2346,Process Engineer II,Neutral,-0.025
2875,Senior Account Executive,Neutral,-0.025
2881,Senior Advisor,Neutral,-0.025
2883,Senior Agent,Neutral,-0.025
3174,Senior Vice President Business Development,Neutral,-0.025
2304,Power BI Developer,Neutral,-0.025
2260,Phone Banker,Neutral,-0.025
2551,Quantity Surveyor,Neutral,-0.025
1027,Documentation Specialist,Neutral,-0.025000000000000022
342,Benefits Administrator,Neutral,-0.025000000000000022
3201,Service Desk,Neutral,-0.02625
3260,Software Design Engineer,Neutral,-0.02666666666666667
1800,Legal Secretary,Neutral,-0.027499999999999997
2404,Production Assembler,Neutral,-0.027500000000000004
2472,Project Director,Neutral,-0.028333333333333332
2122,Operations Agent,Neutral,-0.029999999999999985
3648,Transportation Specialist,Neutral,-0.03
1197,Finance Specialist,Neutral,-0.03
934,Deli Associate,Neutral,-0.03
2188,Paramedic,Neutral,-0.03
2308,Prefer Not To Say,Neutral,-0.03
3344,Sr. Business Analyst,Neutral,-0.03
1230,Floor Staff,Neutral,-0.03
3032,Senior Operations Specialist,Neutral,-0.03
1953,Marketing Representative,Neutral,-0.03
1466,House Cleaner,Neutral,-0.03
1482,Human Resources Coordinator,Neutral,-0.03
2213,Patient Service Representative,Neutral,-0.03
2976,Senior Full Stack Developer,Neutral,-0.03
1531,IT Lead,Neutral,-0.0325
190,Assistant,Neutral,-0.0325
1870,Machine Operator,Neutral,-0.03499999999999999
2427,Production Planner,Neutral,-0.034999999999999996
2664,Retail Sales,Neutral,-0.034999999999999996
2460,Programmer,Neutral,-0.034999999999999996
199,Assistant Director,Neutral,-0.035
1599,Information Technology Specialist,Neutral,-0.035
257,Associate Specialist,Neutral,-0.035
654,Collector,Neutral,-0.035
3340,Sps Associate,Neutral,-0.035
1266,Front Desk,Neutral,-0.035
1252,Forklift Driver,Neutral,-0.035
17,AV Technician,Neutral,-0.035
2670,Retail Salesperson,Neutral,-0.035
3767,Welder,Neutral,-0.0375
2129,Operations Coordinator,Neutral,-0.0375
1361,Graduate Mechanical Engineer,Neutral,-0.037500000000000006
3296,Software QA Engineer,Neutral,-0.037500000000000006
3549,Technical Recruiter,Neutral,-0.039999999999999994
986,Direct Sales Representative,Neutral,-0.039999999999999994
2770,Sales Development Representative,Neutral,-0.039999999999999994
3650,Transportation Supervisor,Neutral,-0.04
1655,Inventory Associate,Neutral,-0.04
2356,Processing Associate,Neutral,-0.04
1537,IT Professional,Neutral,-0.04
1723,Keyholder/Floor Leader,Neutral,-0.04
1114,Equity Research Analyst,Neutral,-0.04
1346,Global Director,Neutral,-0.04
1217,Firmware Engineer,Neutral,-0.04
285,Authorized Officer,Neutral,-0.04000000000000001
1108,Environmental Specialist,Neutral,-0.04000000000000001
2290,Police Officer,Neutral,-0.041666666666666664
1749,Lead,Neutral,-0.041666666666666664
2496,Purchasing,Neutral,-0.042499999999999996
2136,Operations Officer,Neutral,-0.0425
288,Auto Technician,Neutral,-0.0425
2711,SERVICE ADVISOR,Neutral,-0.043333333333333335
3654,Tron Associate,Neutral,-0.044999999999999984
952,Design Engineer,Neutral,-0.044999999999999984
3689,Unloader,Neutral,-0.04499999999999999
3010,Senior Lead Engineer,Neutral,-0.045
3127,Senior Staff Engineer,Neutral,-0.045
618,Client Services,Neutral,-0.045
593,Class A Cdl Truck Driver,Neutral,-0.0475
3194,Service Coordinator,Neutral,-0.0475
299,BDC Representative,Neutral,-0.04999999999999999
1856,Loss Prevention Officer,Neutral,-0.04999999999999999
2095,Office Assistant,Neutral,-0.04999999999999999
2804,Sales Support Associate,Neutral,-0.04999999999999999
160,Applications Support,Neutral,-0.04999999999999999
530,Certified Medical Assistant,Neutral,-0.05
3162,Senior Test Analyst,Neutral,-0.05
2518,QC Analyst,Neutral,-0.05
2359,Procurement,Neutral,-0.05
3143,Senior Team LEader,Neutral,-0.05
2796,Sales Professional,Neutral,-0.05
1032,Drive Thru Cashier,Neutral,-0.05
3303,Software Test Analyst,Neutral,-0.05
859,Customer Service Coordinator,Neutral,-0.05
1029,Drilling Engineer,Neutral,-0.05
1454,Helper,Neutral,-0.05
638,Cloud Solution Architect,Neutral,-0.05
93,Administrative Coordinator,Neutral,-0.05000000000000002
1424,Hair Stylist,Neutral,-0.05000000000000002
1540,IT Security Analyst,Neutral,-0.050000000000000044
3647,Transportation Planner,Neutral,-0.050000000000000044
2161,Outside Sales Representative,Neutral,-0.05166666666666666
844,Customer Service (CSR),Neutral,-0.05499999999999999
1987,Medical Assistant,Neutral,-0.05499999999999999
1035,Driver Helper,Neutral,-0.05499999999999999
2215,Patient Services Coordinator,Neutral,-0.05499999999999999
3254,Software Applications Engineer,Neutral,-0.055
2511,QA Technician,Neutral,-0.055
421,Business Specialist,Neutral,-0.055
586,Claims Service Representative,Neutral,-0.055
2948,Senior Development Engineer,Neutral,-0.055
526,Catering Coordinator,Neutral,-0.05750000000000001
3645,Transportation Coordinator,Neutral,-0.06
670,Company Driver,Neutral,-0.06
2049,Mortgage Closer,Neutral,-0.06
3630,Training Specialist,Neutral,-0.06
1321,GIS Technician,Neutral,-0.06
1200,Financial Accountant,Neutral,-0.06
641,Cloud Support Engineer,Neutral,-0.06
3101,Senior Scrum Master,Neutral,-0.06
2749,Sales Ambassador,Neutral,-0.06
307,BOA Branch Office Administrator,Neutral,-0.06
2784,Sales Leader,Neutral,-0.06
782,Creative Director,Neutral,-0.06
2280,Planner,Neutral,-0.06
921,Data Scientist,Neutral,-0.06
1122,Event Coordinator,Neutral,-0.06
75,Adjunct Professor,Neutral,-0.06
2573,Receiving,Neutral,-0.06
80,Administration,Neutral,-0.060000000000000005
2197,Part Time Sales Associate,Neutral,-0.06000000000000001
445,CDL Driver,Neutral,-0.06499999999999999
3414,Student Grader,Neutral,-0.06499999999999999
2050,Mortgage Loan Processor,Neutral,-0.065
548,Chef,Neutral,-0.065
1365,Graduate Researcher,Neutral,-0.065
407,Business Intelligence Analyst,Neutral,-0.065
1793,Legal,Neutral,-0.065
2565,Railroad Conductor,Neutral,-0.065
346,Benefits Analyst,Neutral,-0.065
3177,Senior Web Developer,Neutral,-0.065
481,Call Center Supervisor,Neutral,-0.065
906,Data Analyst/Data Scientist,Neutral,-0.06999999999999999
1692,Junior Accountant,Neutral,-0.06999999999999999
358,Billing Specialist,Neutral,-0.07
329,Banking,Neutral,-0.07
3005,Senior Instructional Designer,Neutral,-0.07
2323,Pricing Specialist,Neutral,-0.07
1310,Full Time Sales Associate,Neutral,-0.07
840,Customer Sales Representative,Neutral,-0.07000000000000003
2339,Process Assistant,Neutral,-0.07250000000000001
1120,Estimator,Neutral,-0.07250000000000001
3474,Systems Developer,Neutral,-0.07499999999999998
1008,"Director, Program Management",Neutral,-0.075
3520,Tech Support,Neutral,-0.075
3104,Senior Security Engineer,Neutral,-0.075
3141,Senior Tax Analyst,Neutral,-0.075
3699,Utilization Review Nurse,Neutral,-0.075
2843,Seasonal Associate,Neutral,-0.075
3585,Technology Lead,Neutral,-0.07500000000000001
1651,Interviewer,Neutral,-0.07500000000000001
2341,Process Associate,Neutral,-0.07500000000000001
3301,Software Quality Engineer,Neutral,-0.07999999999999999
305,BI Developer,Neutral,-0.07999999999999999
732,Control Room Operator,Neutral,-0.08
2828,Sanitation Worker,Neutral,-0.08
1875,Mail Clerk,Neutral,-0.08
205,Assistant Professor,Neutral,-0.08
3368,Sterile Processing Technician,Neutral,-0.08000000000000002
1825,Line Operator,Neutral,-0.08499999999999999
1867,MSA,Neutral,-0.08499999999999999
1889,Maintenance Supervisor,Neutral,-0.08499999999999999
2458,Program Specialist,Neutral,-0.08499999999999999
3370,Steward,Neutral,-0.08499999999999999
1330,Game Tester,Neutral,-0.085
1978,Mechanical Designer,Neutral,-0.085
2864,Security Specialist,Neutral,-0.085
2591,Recruitment Specialist,Neutral,-0.085
2154,Order Processor,Neutral,-0.085
1844,Logistics Officer,Neutral,-0.085
1747,Lawyer,Neutral,-0.09
3292,Software Engineering,Neutral,-0.09000000000000001
2351,Process Specialist,Neutral,-0.09000000000000002
450,CNA,Neutral,-0.095
2038,Millwright,Neutral,-0.095
3676,Undergraduate Research Assistant,Neutral,-0.095
2968,Senior Executive Operations,Neutral,-0.095
1584,Industrial Engineer,Neutral,-0.095
3432,Supplier Quality Engineer,Neutral,-0.095
1398,Guest Relations,Neutral,-0.09999999999999998
897,CyberSecurity Engineer,Neutral,-0.09999999999999999
2070,Network Support Engineer,Neutral,-0.09999999999999999
455,CNC Operator,Neutral,-0.1
1194,Finance Officer,Neutral,-0.1
3617,Trader,Neutral,-0.1
2791,Sales Operations Analyst,Neutral,-0.1
822,Customer Executive,Neutral,-0.1
2464,Project Administrator,Neutral,-0.1
3300,Software Quality Assurance Engineer and Testers,Neutral,-0.1
2179,Packaging Engineer,Neutral,-0.1
3040,Senior Principal Systems Engineer,Neutral,-0.1
1834,Loan Officer,Neutral,-0.1
3146,Senior Technical Analyst,Neutral,-0.1
2158,Outbound Order Picker,Neutral,-0.1
1810,Licensed Insurance Agent,Neutral,-0.1
2142,Operations Team Leader,Neutral,-0.1
3379,Stock Controller,Neutral,-0.1
3020,Senior Marketing Executive,Neutral,-0.1
3602,Test Lead,Negative,-0.10000000000000003
3309,Software Testing Engineer,Negative,-0.10000000000000003
3455,Support Engineer,Negative,-0.10499999999999998
2224,Payroll Analyst,Negative,-0.105
1941,Marketing Associate,Negative,-0.105
1552,IT Support,Negative,-0.105
3571,Technical Test Lead,Negative,-0.105
809,Customer Care,Negative,-0.105
2553,R&D,Negative,-0.105
3248,Software,Negative,-0.105
2054,Multi,Negative,-0.10500000000000001
958,Desktop Support,Negative,-0.10500000000000001
2451,Program Coordinator,Negative,-0.10500000000000001
2795,Sales Professional,Negative,-0.10500000000000001
1783,Learning Assistant,Negative,-0.10500000000000001
466,Cabin Crew,Negative,-0.10500000000000004
3667,UPS Part Time Package Handler,Negative,-0.10999999999999999
3388,Storage Engineer,Negative,-0.11
3766,Welder,Negative,-0.11
3152,Senior Technical Lead,Negative,-0.11
1779,Learning Ambassador,Negative,-0.11
2713,SME,Negative,-0.11
552,Chemical Operator,Negative,-0.11
2396,Product Specialist,Negative,-0.11000000000000001
653,Collector,Negative,-0.11000000000000001
1894,Major Account Executive,Negative,-0.11499999999999999
742,Copy and Print Associate,Negative,-0.11499999999999999
2475,Project Engineer I,Negative,-0.115
1720,Keyholder,Negative,-0.115
2165,Overnight Associate,Negative,-0.115
328,Banking,Negative,-0.12
3663,UI Developer,Negative,-0.12
2821,Salesperson,Negative,-0.12
2783,Sales Leader,Negative,-0.12000000000000001
528,Cerified Phlebotomist,Negative,-0.125
201,Assistant Engineer,Negative,-0.125
2041,Mobile Expert,Negative,-0.125
1290,Frontend Developer,Negative,-0.125
2419,Production Line Worker,Negative,-0.125
2702,SAP Basis Administrator,Negative,-0.125
2429,Production Specialist,Negative,-0.125
1652,Inventory Analyst,Negative,-0.125
3188,Server/Waitress,Negative,-0.125
3372,Stock,Negative,-0.125
1573,Inbound Customer Service Representative,Negative,-0.125
3472,Systems Architect,Negative,-0.125
2809,Sales Team Leader,Negative,-0.125
1776,Leadership,Negative,-0.125
2632,Representative,Negative,-0.13
1960,Material Handler,Negative,-0.13
3134,Senior Systems Administrator,Negative,-0.13
1902,Management Analyst,Negative,-0.13
963,Desktop Support Technician,Negative,-0.13
2710,SEO Specialist,Negative,-0.13
3365,Starbucks,Negative,-0.13
2628,Reporter,Negative,-0.13
3225,Shipper/Receiver,Negative,-0.13499999999999998
3271,Software Development Engineer II,Negative,-0.13499999999999998
762,Costumer Service,Negative,-0.13499999999999998
2181,Packer,Negative,-0.13499999999999998
563,Chief Financial Officer,Negative,-0.13499999999999998
534,Certified Nursing Assistant CNA,Negative,-0.135
1075,Eligibility Specialist,Negative,-0.135
3639,Transportation,Negative,-0.135
3747,Warehouse Operative/Picker,Negative,-0.135
2856,Security Engineer,Negative,-0.135
1175,Field Supervisor,Negative,-0.135
1229,Floor Staff,Negative,-0.135
3431,Supplier Quality Engineer,Negative,-0.135
148,Application,Negative,-0.135
649,Collections Representative,Negative,-0.13999999999999999
512,Cashier/Customer Service,Negative,-0.13999999999999999
2221,Payroll,Negative,-0.13999999999999999
357,Billing Specialist,Negative,-0.14
488,Car Salesman,Negative,-0.14
271,Attorney,Negative,-0.14
1727,Kitchen Staff,Negative,-0.14
2426,Production Planner,Negative,-0.14
28,Account Coordinator,Negative,-0.14
1741,Laborer,Negative,-0.14
1441,Healthcare,Negative,-0.14
117,Aircraft Maintenance Technician,Negative,-0.145
2369,Produce Clerk,Negative,-0.145
3190,Service,Negative,-0.145
2373,Product,Negative,-0.145
3054,Senior Programmer,Negative,-0.145
2121,Operations Administrator,Negative,-0.145
2832,Scheduler,Negative,-0.145
2400,Product Support Specialist,Negative,-0.145
3016,Senior Management,Negative,-0.145
523,Category Specialist,Negative,-0.145
2846,Seasonal Sales Associate,Negative,-0.145
1824,Line Operator,Negative,-0.145
3246,Social Worker,Negative,-0.145
2243,Personal Banker I,Negative,-0.145
2075,Non,Negative,-0.14500000000000002
3427,Superintendent,Negative,-0.14500000000000002
886,Customer Support Associate,Negative,-0.14999999999999997
116,Aircraft Maintenance Supervisor,Negative,-0.15
1712,KYC Analyst,Negative,-0.15
159,Applications Support,Negative,-0.15
3460,Support Worker,Negative,-0.15
1746,Lawyer,Negative,-0.15
1627,Insurance Advisor,Negative,-0.15
1196,Finance Specialist,Negative,-0.15
345,Benefits Analyst,Negative,-0.15
3548,Technical Officer,Negative,-0.15
2128,Operations Coordinator,Negative,-0.15
2501,Python Developer,Negative,-0.15
3235,Shop Assistant,Negative,-0.15
1067,Electrician,Negative,-0.15
673,Complaints Handler,Negative,-0.15
995,Director of Development,Negative,-0.15
2109,Onboarding Specialist,Negative,-0.15
3259,Software Design Engineer,Negative,-0.15
2106,Officer,Negative,-0.15000000000000002
1509,IT Associate,Negative,-0.15000000000000002
2098,Office Clerk,Negative,-0.15000000000000002
109,Aeronautical Engineer,Negative,-0.15000000000000002
2587,Recruitment,Negative,-0.15000000000000002
2943,Senior DevOps Engineer,Negative,-0.15000000000000002
900,DSM,Negative,-0.15000000000000002
2406,Production Assistant,Negative,-0.15000000000000002
3696,Utility Worker,Negative,-0.15000000000000002
894,Cyber Security Engineer,Negative,-0.155
2594,Regional Director,Negative,-0.155
694,Computer Technician,Negative,-0.155
3735,Warehouse,Negative,-0.15500000000000003
915,Data Entry Clerk,Negative,-0.15999999999999998
3330,Sourcing Specialist,Negative,-0.15999999999999998
2148,Order Filler,Negative,-0.16
791,Credit Specialist,Negative,-0.16
2029,Merchant,Negative,-0.16000000000000003
537,Certified Personal Trainer,Negative,-0.1625
1486,Human Resources Executive,Negative,-0.165
2719,SQL Server Database Administrator,Negative,-0.165
23,Account Assistant,Negative,-0.165
1452,Helpdesk Technician,Negative,-0.1675
3452,Support Associate,Negative,-0.16999999999999998
902,DSP,Negative,-0.16999999999999998
1757,Lead Cashier,Negative,-0.16999999999999998
1591,Information Security Engineer,Negative,-0.17
2467,Project Controller,Negative,-0.175
304,BI Developer,Negative,-0.175
750,Corporate Office,Negative,-0.175
1661,Inventory Coordinator,Negative,-0.175
3500,Tax Associate,Negative,-0.175
3543,Technical Lead,Negative,-0.175
1228,Floor Leader,Negative,-0.175
1518,IT Director,Negative,-0.175
3114,Senior Software Test Engineer,Negative,-0.17500000000000002
843,Customer Service (CSR),Negative,-0.18
3003,Senior Infrastructure Engineer,Negative,-0.18
355,Billing Coordinator,Negative,-0.18
2745,Sales Advisor,Negative,-0.1825
1373,Graduate Trainee,Negative,-0.185
2187,Paramedic,Negative,-0.185
2992,Senior Human Resources Generalist,Negative,-0.185
1031,Drive Thru Cashier,Negative,-0.185
282,Auditor,Negative,-0.19
490,Care Assistant,Negative,-0.19
3556,Technical Specialist,Negative,-0.195
112,Agent,Negative,-0.195
1408,HR Administrator,Negative,-0.195
3448,Support,Negative,-0.195
961,Desktop Support Engineer,Negative,-0.195
1026,Documentation Specialist,Negative,-0.195
1657,Inventory Control,Negative,-0.1975
3468,Systems Administrator,Negative,-0.1975
1799,Legal Secretary,Negative,-0.2
2558,RN Staff Nurse,Negative,-0.2
351,Billing,Negative,-0.2
555,Chemist,Negative,-0.2
768,Counter Help,Negative,-0.2
3757,Warehouse Specialist,Negative,-0.2
2385,Product Director,Negative,-0.2
441,CAE Engineer,Negative,-0.2
104,Admissions Advisor,Negative,-0.2
344,Benefits Advisor,Negative,-0.2
235,Associate Designer,Negative,-0.2
669,Company Driver,Negative,-0.2
2819,Salesman,Negative,-0.205
3123,Senior Specialist,Negative,-0.205
2939,Senior Design Engineer,Negative,-0.20500000000000002
1752,Lead Associate,Negative,-0.21
3206,Service Desk Technician,Negative,-0.215
1881,Maintenance,Negative,-0.215
2321,Pricing Analyst,Negative,-0.215
3326,Sourcer,Negative,-0.215
167,Apprentice Electrician,Negative,-0.21500000000000002
1300,Fulfillment Center Associate,Negative,-0.21500000000000002
2825,Sandwich Maker,Negative,-0.21833333333333335
731,Control Room Operator,Negative,-0.22499999999999998
2728,Safety,Negative,-0.22499999999999998
830,Customer Relations,Negative,-0.225
1846,Logistics Specialist,Negative,-0.24
1949,Marketing Executive,Negative,-0.24
1190,Finance Director,Negative,-0.24
3211,Service Representative,Negative,-0.24
2958,Senior Embedded Software Engineer,Negative,-0.24000000000000002
712,Content Analyst,Negative,-0.24999999999999997
620,Client Services Representative,Negative,-0.25
3066,Senior Quality Analyst,Negative,-0.25
3090,Senior Sales Associate,Negative,-0.25
529,Certified Medical Assistant,Negative,-0.25
3028,Senior Network Security Engineer,Negative,-0.25
3025,Senior Member of Technical Staff,Negative,-0.25
3612,Tier I Associate,Negative,-0.25
3621,Trainee Engineer,Negative,-0.25
3392,Store Clerk,Negative,-0.25
2803,Sales Support Associate,Negative,-0.25
47,Accounting Clerk,Negative,-0.255
2568,Real Estate Agent,Negative,-0.255
1382,Greeter,Negative,-0.26
2618,Relationship Officer,Negative,-0.26
3523,Tech Support Representative,Negative,-0.26
473,Cake Decorator,Negative,-0.275
2492,Protection Specialist,Negative,-0.275
1359,Graduate Engineering Trainee GET,Negative,-0.275
3537,Technical Coordinator,Negative,-0.28
3568,Technical Team Lead,Negative,-0.285
3230,Shipping And Receiving Clerk,Negative,-0.28500000000000003
2001,Medical Secretary,Negative,-0.28500000000000003
1105,Environmental Scientist,Negative,-0.29000000000000004
2724,SSR,Negative,-0.3
2358,Procurement,Negative,-0.3
2748,Sales Ambassador,Negative,-0.3
1296,Fry Cook,Negative,-0.3
929,Debt Collector,Negative,-0.31499999999999995
1050,Economist,Negative,-0.31499999999999995
753,Corporate Recruiter,Negative,-0.32499999999999996
1019,Dock Worker,Negative,-0.325
3738,Warehouse Associate,Negative,-0.325
3535,Technical Business Analyst,Negative,-0.325
1306,Full Stack Web Developer,Negative,-0.325
3700,VP,Negative,-0.325
858,Customer Service Coordinator,Negative,-0.32999999999999996
1717,Key Holder,Negative,-0.335
2390,Product Marketing,Negative,-0.345
2891,Senior Architect,Negative,-0.35
834,Customer Relations Specialist,Negative,-0.35
1469,Housekeeping,Negative,-0.35
3502,Tax Senior,Negative,-0.35
2046,Monitor Technician,Negative,-0.355
3332,Sous Chef,Negative,-0.355
1597,Information Technology Analyst,Negative,-0.355
449,CNA,Negative,-0.36
1735,Lab Technician,Negative,-0.365
1563,IT Systems Administrator,Negative,-0.375
238,Associate Developer,Negative,-0.375
3096,Senior Sales Representative,Negative,-0.375
1715,Key Account Executive,Negative,-0.375
3591,Telesales Agent,Negative,-0.38
2510,QA Technician,Negative,-0.39
2409,Production Associate,Negative,-0.4
2449,Program Associate,Negative,-0.425
2249,PhD Candidate,Negative,-0.425
3438,Supply Chain Coordinator,Negative,-0.44
240,Associate Editor,Negative,-0.45
227,Associate Buyer,Negative,-0.45
2077,Nurse,Negative,-0.455
2537,Quality Control Technician,Negative,-0.48
2085,O3,Negative,-0.5
1637,Insurance Specialist,Negative,-0.5
2216,Patient Transporter,Negative,-0.5
3305,Software Test Automation Engineer,Negative,-0.5
1155,Faculty,Negative,-0.5
2416,Production Lead,Negative,-0.5
626,Clinical Dietitian,Negative,-0.54
87,Administrative Assistant II,Negative,-0.55
1788,Learning and Development,Negative,-0.585
2858,Security Guard,Negative,-0.6
3290,Software Engineer(),Negative,-0.7
1877,Mail Handler,Negative,-0.8
700,Construction Superintendent,Negative,-0.8400000000000001
1219,First Officer,Negative,-1.0
