,job,sentiment_category,overall_sentiment
2837,School Bus Driver,Positive,0.25
2246,Personal Shopper/OGP,Positive,0.25
1216,Financial Specialist,Positive,0.25
59,Accounts Payable Clerk,Positive,0.25
2690,Route Sales Representative,Positive,0.25
3629,Training Coordinator,Positive,0.25
3306,Software Test Automation Engineer,Positive,0.24999999999999997
3017,Senior Management,Positive,0.24999999999999997
1341,General Laborer,Positive,0.2492857142857143
1372,Graduate Teaching Assistant,Positive,0.24916666666666668
2191,Part,Positive,0.24900000000000003
1427,Hardware Engineer,Positive,0.24900000000000003
3772,Wellness Coach,Positive,0.24900000000000003
2775,Sales Director,Positive,0.24875000000000003
644,Coach,Positive,0.24875
1626,Instrumentation Engineer,Positive,0.24875
1507,IT Administrator,Positive,0.24833333333333338
2844,Seasonal Associate,Positive,0.2483333333333333
286,Authorized Officer,Positive,0.24812499999999998
2259,Phlebotomist,Positive,0.24800000000000005
1243,Food Service,Positive,0.248
444,CCE,Positive,0.248
854,Customer Service Associate (CSA),Positive,0.248
3406,Strategist,Positive,0.24785714285714286
3187,Server/Waiter,Positive,0.24785714285714283
2586,Recruiting Specialist,Positive,0.2475
1302,Full,Positive,0.2475
2011,Member Services,Positive,0.2475
1375,Graduate Trainee,Positive,0.2475
478,Call Center Customer Service Representative,Positive,0.2475
1412,HR Business Partner,Positive,0.2475
2018,Merchandise Associate,Positive,0.2475
2512,QA Technician,Positive,0.2475
3085,Senior SME,Positive,0.2475
2015,Mental Health Technician,Positive,0.2475
931,Debt Collector,Positive,0.24749999999999997
869,Customer Service Representative II,Positive,0.24666666666666667
1924,Manufacturing Technician,Positive,0.24666666666666667
596,Class A Truck Driver,Positive,0.24666666666666667
3716,Vice President Finance,Positive,0.24666666666666667
1208,Financial Associate,Positive,0.24666666666666667
3362,Staff RN,Positive,0.24642857142857144
198,Assistant Designer,Positive,0.24625
3234,Shipping and Receiving,Positive,0.24625
2560,RN Staff Nurse,Positive,0.24625
1965,Material Planner,Positive,0.24625
2740,Sale Associate,Positive,0.246
1391,Grocery Stocker,Positive,0.24571428571428572
2074,Night Stocker,Positive,0.245625
1936,Marketing,Positive,0.24555555555555555
1855,Loss Prevention Associate,Positive,0.24500000000000002
1585,Industrial Engineer,Positive,0.24500000000000002
1714,Karnataka,Positive,0.24500000000000002
1413,HR Coordinator,Positive,0.245
3129,Senior Supply Chain Analyst,Positive,0.245
242,Associate Engineer,Positive,0.245
3393,Store Clerk,Positive,0.245
967,Detailer,Positive,0.245
3729,Virtual Customer Service Representative,Positive,0.245
1327,Game Designer,Positive,0.245
233,Associate Data Analyst,Positive,0.245
1997,Medical Science Liaison,Positive,0.245
2606,Registered Nurse,Positive,0.245
128,Amazon Associate Tier I,Positive,0.245
1160,Fast Food Worker,Positive,0.245
251,Associate Recruiter,Positive,0.245
2546,Quality Specialist,Positive,0.245
2403,Production,Positive,0.24499999999999997
1548,IT Service Desk Analyst,Positive,0.24416666666666667
1775,Leader,Positive,0.24416666666666667
400,Business Development Executive,Positive,0.24416666666666664
1513,IT Business Analyst,Positive,0.24416666666666664
2024,Merchandiser,Positive,0.244
1859,Loss Prevention Specialist,Positive,0.244
1174,Field Service Technician,Positive,0.244
3457,Support Specialist,Positive,0.244
1904,Management Analyst,Positive,0.24375000000000002
323,Bakery Clerk,Positive,0.24375000000000002
617,Client Service Specialist,Positive,0.24375000000000002
3467,System Engineer,Positive,0.24375
3227,Shipper/Receiver,Positive,0.24333333333333337
350,Bilingual Customer Service Representative,Positive,0.24333333333333332
3443,Supply Chain Planner,Positive,0.24333333333333332
2222,Payroll,Positive,0.24333333333333332
2345,Process Engineer,Positive,0.24333333333333332
2462,Programmer/Analyst,Positive,0.24333333333333332
178,Art Director,Positive,0.243125
273,Attorney,Positive,0.24300000000000002
2507,QA Engineer,Positive,0.24285714285714288
2194,Part Time Cashier,Positive,0.24285714285714285
3566,Technical Support Representative,Positive,0.24250000000000002
3284,Software Engineer II,Positive,0.24250000000000002
1691,Journeyman Electrician,Positive,0.2425
1866,MRI Technologist,Positive,0.2425
554,Chemical Operator,Positive,0.2425
1986,Media Planner,Positive,0.2416666666666667
3422,Subject Matter Expert,Positive,0.24166666666666667
1009,"Director, Program Management",Positive,0.24166666666666667
1388,Grocery Checker,Positive,0.24166666666666664
1562,IT Support Technician,Positive,0.24125000000000002
302,BDM,Positive,0.24000000000000005
2592,Recruitment Specialist,Positive,0.24
2886,Senior Android Developer,Positive,0.24
2418,Production Lead,Positive,0.24
2203,Passenger Service Agent,Positive,0.24
2934,Senior Data Engineer,Positive,0.24
2608,"Registered Nurse, Critical Care",Positive,0.24
650,Collections Representative,Positive,0.24
513,Cashier/Customer Service,Positive,0.24
953,Design Engineer,Positive,0.24
2524,Quality Assurance,Positive,0.24
39,Accountant,Positive,0.24
1468,Housekeeper,Positive,0.24
335,"Barista, Shift Supervisor",Positive,0.24
2641,Research Scientist,Positive,0.24
3703,Valet Attendant,Positive,0.24
3002,Senior IT Specialist,Positive,0.24
2265,Physical Therapist,Positive,0.23916666666666667
3567,Technical Support Specialist,Positive,0.23916666666666667
1429,Head Cashier,Positive,0.23916666666666667
2889,Senior Applications Developer,Positive,0.23900000000000002
3257,Software Architect,Positive,0.23900000000000002
3419,Student Worker,Positive,0.23875
85,Administrative,Positive,0.2385714285714286
156,Applications Engineer,Positive,0.2383333333333333
2287,Planning Engineer,Positive,0.2383333333333333
557,Chemist,Positive,0.2383333333333333
1955,Marketing Specialist,Positive,0.23785714285714285
740,Coordinator,Positive,0.23785714285714285
3167,Senior Treasury Analyst,Positive,0.2375
3524,Tech Support Representative,Positive,0.2375
1270,Front Desk Associate,Positive,0.2375
2780,Sales Floor Team Leader,Positive,0.2375
3458,Support Staff,Positive,0.2375
825,Customer Experience Associate,Positive,0.2375
2530,Quality Assurance Specialist,Positive,0.2375
1053,Editor,Positive,0.2375
604,Client Advisor,Positive,0.23700000000000002
2080,Nurse Practitioner,Positive,0.23700000000000002
1770,Lead Software Engineer,Positive,0.2366666666666667
3233,Shipping Clerk,Positive,0.2366666666666667
1224,Flight Attendant,Positive,0.23666666666666666
1737,Lab Technician,Positive,0.23642857142857143
1722,Keyholder,Positive,0.23625000000000002
2865,Security Specialist,Positive,0.23625000000000002
2829,Sanitation Worker,Positive,0.23625000000000002
100,Administrative Support,Positive,0.23625000000000002
1847,Logistics Specialist,Positive,0.23600000000000004
1303,Full Stack Developer,Positive,0.23583333333333334
1620,Instructor,Positive,0.23583333333333334
1522,IT Engineer,Positive,0.235625
3550,Technical Recruiter,Positive,0.235625
2900,Senior Auditor,Positive,0.23500000000000001
2330,Principal Engineer,Positive,0.23500000000000001
265,Associate Technology L2,Positive,0.23500000000000001
3071,Senior Quality Engineer,Positive,0.23500000000000001
367,Brand Ambassador,Positive,0.23500000000000001
340,Beauty Advisor,Positive,0.23500000000000001
1355,Graduate Engineer,Positive,0.23500000000000001
3069,Senior Quality Assurance Engineer,Positive,0.23500000000000001
1701,Junior Developer,Positive,0.235
1269,Front Desk Agent,Positive,0.235
839,Customer Representative,Positive,0.235
705,Consulting Analyst,Positive,0.235
2017,Mentor,Positive,0.235
725,Contract Administrator,Positive,0.235
2384,Product Development Engineer,Positive,0.235
583,Claims Processor,Positive,0.235
1036,Driver Helper,Positive,0.235
2999,Senior IT Architect,Positive,0.235
2377,Product Analyst,Positive,0.235
1864,MIS Executive,Positive,0.235
2737,Salaried Professional,Positive,0.235
2626,Repair Technician,Positive,0.235
1592,Information Security Specialist,Positive,0.235
3075,Senior Recruiter,Positive,0.234375
2127,Operations Associate,Positive,0.2342857142857143
3061,Senior Project Engineer,Positive,0.23416666666666666
724,Content Writer,Positive,0.23399999999999999
253,Associate Sales Representative,Positive,0.23399999999999999
193,Assistant Account Executive,Positive,0.23375
3092,Senior Sales Associate,Positive,0.23375
2253,PhD Student,Positive,0.23357142857142857
3205,Service Desk Analyst,Positive,0.23357142857142857
262,Associate Technical Support Engineer,Positive,0.2333333333333333
119,Aircraft Maintenance Technician,Positive,0.2333333333333333
3363,Staff Software Engineer,Positive,0.2333333333333333
1017,District Leader,Positive,0.2333333333333333
2683,Ride Operator,Positive,0.233125
1462,Host/Hostess,Positive,0.233
2634,Research Analyst,Positive,0.23285714285714285
2481,Project Leader,Positive,0.2325
1319,GENERAL SALES MANAGER,Positive,0.2325
847,Customer Service Advocate,Positive,0.2325
1231,Floor Staff,Positive,0.23249999999999998
3338,Speech Language Pathologist,Positive,0.23249999999999998
1022,Doctor,Positive,0.23249999999999998
1115,Equity Research Analyst,Positive,0.231875
2752,Sales Analyst,Positive,0.2316666666666667
1406,HCA,Positive,0.2316666666666667
3546,Technical Leader,Positive,0.2316666666666667
567,Chief Operating Officer,Positive,0.23125
1311,Full Time Sales Associate,Positive,0.23125
152,Applications Analyst,Positive,0.231
1201,Financial Accountant,Positive,0.23083333333333333
486,Captain,Positive,0.23083333333333333
973,Devops Engineer,Positive,0.23083333333333333
3352,Staff Attorney,Positive,0.23
2867,Self,Positive,0.23
74,Adjunct Lecturer,Positive,0.23
3688,Universal Banker,Positive,0.23
489,Car Salesman,Positive,0.23
2863,Security Professional,Positive,0.23
313,Backroom Associate,Positive,0.23
1301,Fulfilment Associate,Positive,0.23
1143,FC Associate I,Positive,0.23
3469,Systems Administrator,Positive,0.23
1085,Engineer III,Positive,0.23
1164,Field Engineer,Positive,0.23
3692,User Experience Researcher,Positive,0.22999999999999998
559,Chief Engineer,Positive,0.22999999999999998
2956,Senior Editor,Positive,0.22999999999999998
3278,Software Engineer (Swe II),Positive,0.22999999999999998
1979,Mechanical Designer,Positive,0.22999999999999998
380,Busineess Analyst,Positive,0.22999999999999998
3175,Senior Vice President Operations,Positive,0.22999999999999998
2143,Operations Team Leader,Positive,0.22999999999999998
2613,Regulatory Affairs Specialist,Positive,0.22999999999999998
2457,Program Officer,Positive,0.22999999999999998
1368,Graduate Student,Positive,0.2292857142857143
1233,Floor Supervisor,Positive,0.229
3451,Support Analyst,Positive,0.22875
1707,Junior Software Developer,Positive,0.22874999999999998
1857,Loss Prevention Officer,Positive,0.22833333333333336
3525,Tech Support Specialist,Positive,0.22833333333333336
2561,"RN, Bsn",Positive,0.2283333333333333
3618,Trader,Positive,0.228125
2607,"Registered Nurse, BSN",Positive,0.22800000000000004
3402,Stower,Positive,0.2275
434,Buyer/Planner,Positive,0.2275
3181,Sergeant,Positive,0.2275
1223,Flex Associate,Positive,0.2275
2474,Project Engineer,Positive,0.2275
1758,Lead Cashier,Positive,0.22749999999999998
3687,Unit Secretary,Positive,0.22749999999999998
1007,"Director, Product Management",Positive,0.22749999999999998
3202,Service Desk,Positive,0.22749999999999998
579,Claims Examiner,Positive,0.22714285714285715
425,Business Systems Analyst,Positive,0.227
3425,Summer Analyst,Positive,0.226875
2950,Senior Director,Positive,0.226875
3261,Software Design Engineer,Positive,0.22666666666666666
1255,Forklift Operator,Positive,0.22666666666666666
1648,Interior Designer,Positive,0.22666666666666666
3581,Technology Analyst,Positive,0.22642857142857142
1689,Journalist,Positive,0.22625
1726,Kitchen Crew,Positive,0.22625
3746,Warehouse Operative,Positive,0.22625
1704,Junior Java Developer,Positive,0.22600000000000003
1778,Leadership,Positive,0.22583333333333333
1000,Director of Marketing,Positive,0.22500000000000003
2272,Picker,Positive,0.22500000000000003
896,Cyber Security Engineer,Positive,0.22500000000000003
2343,Process Development Engineer,Positive,0.225
549,Chef,Positive,0.225
2503,QA Analyst,Positive,0.225
1451,Help Desk Technician,Positive,0.225
3180,Senor Software Engineer,Positive,0.225
2334,Principal Software Engineer,Positive,0.225
2669,Retail Sales Representative,Positive,0.225
3682,Underwriter,Positive,0.225
3541,Technical Engineer,Positive,0.225
903,DSP,Positive,0.225
1098,Enrollment Counselor,Positive,0.225
2961,Senior Engineer II,Positive,0.225
381,Business,Positive,0.22499999999999998
3707,Verification Engineer,Positive,0.22499999999999998
3111,Senior Software Engineer II,Positive,0.22499999999999998
2350,Process Operator,Positive,0.22499999999999998
1077,Embedded Engineer,Positive,0.22499999999999998
3441,Supply Chain Management,Positive,0.22499999999999998
3277,Software Engineer,Positive,0.22482142857142856
86,Administrative Assistant,Positive,0.22444444444444445
32,Account Executive,Positive,0.22444444444444445
2782,Sales Lead,Positive,0.22428571428571428
2660,Retail Assistant,Positive,0.22333333333333336
600,Clerical,Positive,0.22333333333333336
2294,Porter,Positive,0.22333333333333336
217,Assistant Vice President,Positive,0.2233333333333333
2842,Seafood Clerk,Positive,0.2233333333333333
2241,Personal Assistant,Positive,0.223
1813,Licensed Practical Nurse,Positive,0.223
1299,Fulfillment Associate,Positive,0.223
3534,Technical Associate,Positive,0.22250000000000003
108,Advisor,Positive,0.2225
693,Computer Systems Engineer,Positive,0.2225
948,Department Lead,Positive,0.2225
2292,Policy Analyst,Positive,0.2225
15,ASM,Positive,0.2225
1649,Intern,Positive,0.22166666666666668
2236,Performance Analyst,Positive,0.22166666666666668
480,Call Center Representative,Positive,0.22166666666666668
1932,Market Research Analyst,Positive,0.22166666666666665
2578,Receptionist,Positive,0.22125
592,Class A CDL Delivery Driver,Positive,0.22125
1751,Lead Analyst,Positive,0.22111111111111112
546,Checker,Positive,0.22111111111111112
2905,Senior Business Systems Analyst,Positive,0.221
2415,Production Engineer,Positive,0.221
866,Customer Service Officer,Positive,0.221
905,Data Analyst,Positive,0.22055555555555553
3498,Tax Accountant,Positive,0.22000000000000003
803,Custodian,Positive,0.22
462,CSE,Positive,0.22
2036,Middle Management,Positive,0.22
2674,Retail Store Associate,Positive,0.22
646,Coffee Specialist,Positive,0.22
3464,System Administrator,Positive,0.22
2317,Presales,Positive,0.22
2337,Private Banker,Positive,0.21999999999999997
2677,Retired,Positive,0.21999999999999997
3093,Senior Sales Director,Positive,0.21999999999999997
1981,Mechanical Engineer,Positive,0.21937500000000001
956,Deskside Support Technician,Positive,0.219
1181,Finance Analyst,Positive,0.219
2898,Senior Associate Technology,Positive,0.219
3471,Systems Analyst,Positive,0.21875
1709,Junior Software Engineer,Positive,0.21833333333333335
1798,Legal Counsel,Positive,0.21833333333333335
1407,HR,Positive,0.21833333333333335
2689,Route Driver,Positive,0.21799999999999997
1554,IT Support,Positive,0.21799999999999997
3512,Team Leader,Positive,0.21777777777777776
1496,Human Resources Specialist,Positive,0.2175
1517,IT Developer,Positive,0.2175
5,AML Analyst,Positive,0.2175
154,Applications Developer,Positive,0.2175
1820,Lift Operator,Positive,0.2175
1102,Entry Level,Positive,0.21749999999999997
3024,Senior Mechanical Engineer,Positive,0.21749999999999997
3473,Systems Architect,Positive,0.217
2268,Physician,Positive,0.21666666666666667
2166,Overnight Stocker,Positive,0.21611111111111111
2251,PhD Graduate Student,Positive,0.21600000000000003
2263,Photographer,Positive,0.21571428571428572
45,Accounting Assistant,Positive,0.21500000000000002
2580,Receptionist/Administrative Assistant,Positive,0.21500000000000002
1295,Frozen/Dairy Associate,Positive,0.21500000000000002
1172,Field Service Representative,Positive,0.21500000000000002
1286,Front Service Clerk (Bagger),Positive,0.21500000000000002
3057,Senior Programmer Analyst,Positive,0.215
1041,EHS Specialist,Positive,0.215
3733,WFM Analyst,Positive,0.215
2666,Retail Sales Assistant,Positive,0.215
306,BI Developer,Positive,0.215
1811,Licensed Insurance Agent,Positive,0.215
2773,Sales Development Representative (SDR),Positive,0.215
185,Assembly Line Worker,Positive,0.215
1893,Maintenance Technician,Positive,0.215
3021,Senior Marketing Executive,Positive,0.215
2834,Scheduler,Positive,0.215
241,Associate Editor,Positive,0.215
621,Client Specialist,Positive,0.215
3562,Technical Support Agent,Positive,0.215
1015,Distribution Associate,Positive,0.215
588,Claims Specialist,Positive,0.21399999999999997
1946,Marketing Coordinator,Positive,0.21375
1853,Loss Prevention Agent,Positive,0.21375
43,Accounting Analyst,Positive,0.21333333333333337
3447,Supply Planner,Positive,0.21333333333333335
1673,Investment Banking Analyst,Positive,0.21333333333333332
2957,Senior Electrical Engineer,Positive,0.2133333333333333
2645,Researcher,Positive,0.213125
2245,Personal Shopper,Positive,0.213
2969,Senior Finance Analyst,Positive,0.21250000000000002
2338,Problem Solver,Positive,0.21250000000000002
726,Contract Analyst,Positive,0.21166666666666667
1384,Grill Cook,Positive,0.21166666666666667
3341,Sps Associate,Positive,0.21166666666666667
401,Business Development Representative,Positive,0.21166666666666667
786,Credit Analyst,Positive,0.21142857142857144
1768,Lead Sales Associate,Positive,0.21125
3489,Talent Acquisition Coordinator,Positive,0.21125
2763,Sales Associate/Photographer,Positive,0.21125
2177,Package Handler,Positive,0.21125
2603,Registered Client Service Associate,Positive,0.21125
3517,Tech Analyst,Positive,0.211
394,Business Development,Positive,0.21071428571428572
1884,Maintenance Engineer,Positive,0.21000000000000002
499,Carpenter,Positive,0.21000000000000002
2757,Sales Associate%2FCashier,Positive,0.21000000000000002
2977,Senior Full Stack Developer,Positive,0.21000000000000002
1436,Head of Marketing,Positive,0.21000000000000002
763,Costumer Service,Positive,0.21000000000000002
2394,Product Owner,Positive,0.21
2105,Office Worker,Positive,0.21
1129,Executive,Positive,0.21
132,Analyst Programmer,Positive,0.21
1238,"Food Prep, Cook, Server, Cashier",Positive,0.21
711,Contact Center Representative,Positive,0.21
867,Customer Service Representative I,Positive,0.20999999999999996
3685,Unit Director,Positive,0.20999999999999996
703,Consultant,Positive,0.20944444444444443
783,Creative Director,Positive,0.209375
432,Buyer,Positive,0.209375
719,Content Reviewer,Positive,0.20875
2153,Order Picker,Positive,0.20875
738,Cook,Positive,0.20875
1942,Marketing Associate,Positive,0.20875
2428,Production Planner,Positive,0.20875
130,Ambassador,Positive,0.20833333333333334
2162,Outside Sales Representative,Positive,0.20833333333333334
18,AVP,Positive,0.20833333333333334
3130,Senior Support Analyst,Positive,0.20833333333333334
3751,Warehouse Order Selector,Positive,0.20800000000000002
298,BDC,Positive,0.20750000000000002
2186,Paralegal,Positive,0.20750000000000002
2178,Packaging,Positive,0.20750000000000002
3445,Supply Chain Specialist,Positive,0.2075
1440,Health Coach,Positive,0.2075
922,Data Scientist,Positive,0.2075
220,Associate Analyst,Positive,0.20722222222222222
682,Compliance Officer,Positive,0.20714285714285713
1134,Executive Director,Positive,0.206875
3718,Vice President Operations,Positive,0.206875
729,Contractor,Positive,0.20666666666666667
211,Assistant Store Leader,Positive,0.20666666666666667
460,CSA,Positive,0.20625
131,Analyst,Positive,0.2061111111111111
3565,Technical Support Engineer,Positive,0.205625
602,Clerk,Positive,0.205625
3710,Vice President,Positive,0.20555555555555557
1207,Financial Analyst II,Positive,0.20500000000000002
3755,Warehouse Picker,Positive,0.20500000000000002
2754,Sales Associaate,Positive,0.20500000000000002
1792,Lecturer,Positive,0.20500000000000002
811,Customer Care Advisor,Positive,0.20500000000000002
168,Apprentice Electrician,Positive,0.20500000000000002
1005,"Director, Marketing",Positive,0.20500000000000002
292,Automotive Service Advisor,Positive,0.205
1526,IT Help Desk Technician,Positive,0.205
1822,Line Cook,Positive,0.205
2650,Resident Assistant,Positive,0.205
2972,Senior Financial Analyst,Positive,0.205
317,Baker,Positive,0.205
872,Customer Service Team Lead,Positive,0.205
1698,Junior Business Analyst,Positive,0.205
2305,Practitioner,Positive,0.205
2386,Product Engineer,Positive,0.205
2434,Production Support Analyst,Positive,0.205
1189,Finance Controller,Positive,0.20400000000000001
3659,Tutor,Positive,0.20375
166,Apprentice,Positive,0.20375
1187,Finance Business Partner,Positive,0.20333333333333334
2818,Salesforce Developer,Positive,0.20333333333333328
736,Controller,Positive,0.203125
1572,In Store Shopper,Positive,0.203
121,Airline Pilot,Positive,0.2025
1137,Executive Recruiter,Positive,0.2025
1896,Major Account Executive,Positive,0.2025
2002,Medical Secretary,Positive,0.2025
860,Customer Service Coordinator,Positive,0.20249999999999999
3734,Waiter/Waitress,Positive,0.20222222222222222
991,Director,Positive,0.20222222222222222
1817,Lifeguard,Positive,0.20214285714285712
144,Anonymous Employee,Positive,0.20166666666666666
2115,Operation Analyst,Positive,0.20125
2526,Quality Assurance Analyst,Positive,0.20125
1560,IT Support Specialist,Positive,0.20099999999999998
3336,Specialist,Positive,0.2007142857142857
1912,Managing Partner,Positive,0.20000000000000004
3532,Technical Assistant,Positive,0.2
823,Customer Experience,Positive,0.2
1416,HR Generalist,Positive,0.2
3616,Tour Guide,Positive,0.2
923,Data Specialist,Positive,0.2
817,Customer Care Professional,Positive,0.2
599,Cleaning Technician,Positive,0.2
754,Corporate Recruiter,Positive,0.2
3154,Senior Technical Recruiter,Positive,0.2
2921,Senior Compliance Officer,Positive,0.2
2226,Payroll Coordinator,Positive,0.2
2123,Operations Analyst,Positive,0.2
517,Casual Sales Assistant,Positive,0.2
470,Cafe Assistant,Positive,0.2
3354,Staff Engineer,Positive,0.2
3592,Temp Worker,Positive,0.2
3013,Senior Lecturer,Positive,0.2
917,Data Entry Specialist,Positive,0.2
2679,Returns Processor,Positive,0.2
2744,Sales Adviser,Positive,0.2
3135,Senior Systems Administrator,Positive,0.19999999999999998
1994,Medical Receptionist,Positive,0.19999999999999998
2208,Patient Care Assistant (PCA),Positive,0.19999999999999998
3052,Senior Product Owner,Positive,0.19999999999999998
957,Desktop Engineer,Positive,0.19999999999999998
468,Cabin Crew,Positive,0.19999999999999998
612,Client Service Associate,Positive,0.199375
3511,Team Lead,Positive,0.1988888888888889
1911,Managing Director,Positive,0.19875
1871,Machine Operator,Positive,0.19875
50,Accounting Specialist,Positive,0.19874999999999998
474,Cake Decorator,Positive,0.1985714285714286
678,Compliance Analyst,Positive,0.19857142857142857
629,Clinical Nurse,Positive,0.19833333333333333
2882,Senior Advisor,Positive,0.19833333333333333
3759,Warehouse Supervisor,Positive,0.198
1684,Java Developer,Positive,0.198
1909,Manager,Positive,0.19777777777777777
793,Crew,Positive,0.19777777777777777
1179,Finance,Positive,0.1975
1072,Electronics Engineer,Positive,0.1975
2267,Physical Therapist Assistant,Positive,0.19749999999999998
1156,Faculty,Positive,0.19666666666666668
1690,Journalist/Reporter,Positive,0.19666666666666668
3657,Truck Driver,Positive,0.19666666666666666
2257,Pharmacy,Positive,0.19611111111111112
2311,Prep Cook,Positive,0.19611111111111112
218,Associate,Positive,0.1961111111111111
337,Bartender,Positive,0.1957142857142857
969,Developer,Positive,0.19562500000000002
2548,Quantitative Analyst,Positive,0.19555555555555557
1267,Front Desk,Positive,0.195
3484,Table Games Dealer,Positive,0.195
1284,Front Office,Positive,0.195
1622,"Instructor, College Or University",Positive,0.195
229,Associate Buyer,Positive,0.195
3084,Senior S/W Engineer,Positive,0.195
3282,Software Engineer I,Positive,0.195
960,Desktop Support,Positive,0.195
2963,Senior Engineering Technician,Positive,0.19499999999999998
2533,Quality Auditor,Positive,0.19499999999999998
3768,Welder,Positive,0.19499999999999998
1166,Field Sales,Positive,0.19375
1977,Mechanical Design Engineer,Positive,0.19375
2838,Scientist,Positive,0.19375
3078,Senior Research Associate,Positive,0.19333333333333336
2631,Reporting Analyst,Positive,0.19333333333333336
1886,Maintenance Mechanic,Positive,0.193
2357,Processor,Positive,0.1925
774,Courier Driver,Positive,0.1925
2712,SERVICE ADVISOR,Positive,0.192
2636,Research Associate,Positive,0.19187500000000002
1281,Front End Supervisor,Positive,0.191875
2847,Seasonal Sales Associate,Positive,0.19166666666666668
1639,Insurance Specialist,Positive,0.19166666666666665
2541,Quality Engineer,Positive,0.19166666666666665
2120,Operations,Positive,0.19142857142857145
505,Cash Office Associate,Positive,0.19125
37,Account Supervisor,Positive,0.19125
1043,EMT,Positive,0.1907142857142857
1558,IT Support Engineer,Positive,0.19000000000000003
779,Crane Operator,Positive,0.19
2051,Mortgage Underwriter,Positive,0.19
3586,Technology Lead,Positive,0.19
3097,Senior Sales Representative,Positive,0.19
176,Armed Security Officer,Positive,0.19
1602,Infrastructure Analyst,Positive,0.19
2986,Senior HR,Positive,0.19
3417,Student Research Assistant,Positive,0.19
2084,Nursing Assistant,Positive,0.19
1107,Environmental Services,Positive,0.19
1234,Food Clerk,Positive,0.19
1249,Food and Beverage Assistant,Positive,0.19
3510,Team Coordinator,Positive,0.19
1204,Financial Advisor Associate,Positive,0.19
260,Associate Team Leader,Positive,0.19
1539,IT Recruiter,Positive,0.19
1387,Grocery Bagger,Positive,0.19
1445,Heavy Equipment Operator,Positive,0.19
1028,Documentation Specialist,Positive,0.19
3142,Senior Tax Analyst,Positive,0.19
1403,Guest Services,Positive,0.18999999999999997
1287,Front of House,Positive,0.18999999999999997
508,Cashier,Positive,0.18944444444444444
214,Assistant Supervisor,Positive,0.1891666666666667
1851,Loss Prevention,Positive,0.189
2094,Office Administrator,Positive,0.18875
937,Deli Clerk,Positive,0.18857142857142858
2831,Scanner,Positive,0.18833333333333335
2469,Project Controller,Positive,0.18833333333333332
2432,Production Supervisor,Positive,0.18777777777777777
810,Customer Care,Positive,0.1875
494,Career Counselor,Positive,0.1875
103,Admissions,Positive,0.1875
2810,Sales Team Leader,Positive,0.1875
2355,Process Trainer,Positive,0.18666666666666668
1461,Host,Positive,0.18642857142857142
652,Collections Specialist,Positive,0.186
3529,Technical Analyst,Positive,0.18500000000000003
163,Applications Support Analyst,Positive,0.18500000000000003
3030,Senior Officer,Positive,0.185
1587,Industrial Placement Student,Positive,0.185
3505,Tax Staff,Positive,0.185
1092,Engineering Director,Positive,0.185
1135,Executive Producer,Positive,0.185
1084,Engineer II,Positive,0.185
849,Customer Service Agent,Positive,0.185
745,Copy and Print Specialist,Positive,0.185
2445,Program Administrator,Positive,0.185
1021,Dock Worker,Positive,0.185
472,Cafe Associate,Positive,0.185
296,Avionics Technician,Positive,0.185
799,Crew Trainer,Positive,0.185
2765,Sales BDM,Positive,0.18499999999999997
3564,Technical Support Analyst,Positive,0.184375
1081,Employee,Positive,0.1842857142857143
2157,Order Selector,Positive,0.1842857142857143
609,Client Partner,Positive,0.18375000000000002
1401,Guest Service Representative,Positive,0.18375000000000002
3499,Tax Analyst,Positive,0.18333333333333335
3223,Shift Lead,Positive,0.18333333333333335
1828,Line Worker,Positive,0.183125
1381,Graphic Designer,Positive,0.183125
3376,Stock Associate,Positive,0.1825
2315,Prep/Line Cook,Positive,0.1825
716,Content Developer,Positive,0.1825
994,Director of Business Development,Positive,0.1825
3237,Shop Assistant,Positive,0.1825
1313,Fullstack Developer,Positive,0.1825
688,Computer Programmer,Positive,0.1825
1082,Engineer,Positive,0.18166666666666667
1899,Management,Positive,0.18125000000000002
1241,Food Server,Positive,0.18083333333333332
1459,Hospitality,Positive,0.18000000000000002
2581,Reconciliation Analyst,Positive,0.18
3553,Technical Services Engineer,Positive,0.18
2761,Sales Associate/Keyholder,Positive,0.18
2007,Member Of Technical Staff,Positive,0.18
1650,Interpreter/Translator,Positive,0.18
1730,LPN,Positive,0.18
331,Bar Staff,Positive,0.18
1908,Managemet Trainee,Positive,0.18
796,Crew Leader,Positive,0.18
1464,Hostess,Positive,0.17857142857142858
3430,Supervisor,Positive,0.17833333333333334
239,Associate Developer,Positive,0.17833333333333334
1948,Marketing Director,Positive,0.178125
